borough,year,month,station_name,latitude,longitude,TMAX,TMIN,TAVG,PRCP,SNOW,TAVG_calc
Bronx,2022,10,NY CITY CENTRAL PARK,40.7789,-73.9692,17.425806451612903,10.219354838709679,,129.0,0.0,13.822580645161292
Bronx,2022,11,NY CITY CENTRAL PARK,40.7789,-73.9692,14.016666666666667,7.01,,79.9,0.0,10.513333333333334
Bronx,2022,12,NY CITY CENTRAL PARK,40.7789,-73.9692,6.761290322580645,0.46451612903225803,,148.1,0.0,3.6129032258064515
Bronx,2023,1,NY CITY CENTRAL PARK,40.7789,-73.9692,9.287096774193548,3.4709677419354836,,111.5,0.0,6.379032258064516
Bronx,2023,2,NY CITY CENTRAL PARK,40.7789,-73.9692,9.207142857142857,0.942857142857143,,32.6,56.0,5.075
Bronx,2023,3,NY CITY CENTRAL PARK,40.7789,-73.9692,10.825806451612904,3.2193548387096773,,84.3,3.0,7.02258064516129
Bronx,2023,4,NY CITY CENTRAL PARK,40.7789,-73.9692,19.033333333333335,9.43,,195.7,0.0,14.231666666666667
Bronx,2023,5,NY CITY CENTRAL PARK,40.7789,-73.9692,22.1,11.98709677419355,,32.6,0.0,17.043548387096777
Bronx,2023,6,NY CITY CENTRAL PARK,40.7789,-73.9692,25.42,16.816666666666666,,41.2,0.0,21.118333333333332
Bronx,2023,7,NY CITY CENTRAL PARK,40.7789,-73.9692,30.200000000000003,22.07741935483871,,135.5,0.0,26.138709677419357
Bronx,2023,8,NY CITY CENTRAL PARK,40.7789,-73.9692,27.62258064516129,20.16774193548387,,166.8,0.0,23.89516129032258
Bronx,2023,9,NY CITY CENTRAL PARK,40.7789,-73.9692,24.279999999999998,17.279999999999998,,362.0,0.0,20.779999999999998
Bronx,2023,10,NY CITY CENTRAL PARK,40.7789,-73.9692,19.287096774193547,12.380645161290323,,99.10000000000001,0.0,15.833870967741934
Bronx,2023,11,NY CITY CENTRAL PARK,40.7789,-73.9692,11.83,4.48,,74.89999999999999,0.0,8.155000000000001
Bronx,2023,12,NY CITY CENTRAL PARK,40.7789,-73.9692,9.829032258064515,4.203225806451614,,170.4,0.0,7.016129032258064
Bronx,2024,1,NY CITY CENTRAL PARK,40.7789,-73.9692,5.525806451612904,0.05806451612903226,,134.1,58.0,2.791935483870968
Bronx,2024,2,NY CITY CENTRAL PARK,40.7789,-73.9692,7.913793103448276,1.0758620689655172,,52.1,132.0,4.494827586206896
Bronx,2024,3,NY CITY CENTRAL PARK,40.7789,-73.9692,13.161290322580646,4.787096774193548,,230.29999999999998,0.0,8.974193548387097
Bronx,2024,4,NY CITY CENTRAL PARK,40.7789,-73.9692,17.673333333333336,8.573333333333332,,88.30000000000001,0.0,13.123333333333335
Bronx,2024,5,NY CITY CENTRAL PARK,40.7789,-73.9692,22.506451612903227,14.112903225806452,,104.39999999999999,0.0,18.30967741935484
Bronx,2024,6,NY CITY CENTRAL PARK,40.7789,-73.9692,28.326666666666664,19.490000000000002,,43.4,0.0,23.90833333333333
Bronx,2024,7,NY CITY CENTRAL PARK,40.7789,-73.9692,30.68064516129032,22.26451612903226,,106.7,0.0,26.47258064516129
Bronx,2024,8,NY CITY CENTRAL PARK,40.7789,-73.9692,28.05483870967742,19.835483870967742,,178.2,0.0,23.94516129032258
Bronx,2024,9,NY CITY CENTRAL PARK,40.7789,-73.9692,24.273333333333333,16.62666666666667,,40.1,0.0,20.450000000000003
Bronx,2024,10,NY CITY CENTRAL PARK,40.7789,-73.9692,20.4,11.741935483870968,,0.3,0.0,16.070967741935483
Bronx,2024,11,NY CITY CENTRAL PARK,40.7789,-73.9692,14.55,7.026666666666667,,85.0,0.0,10.788333333333334
Bronx,2024,12,NY CITY CENTRAL PARK,40.7789,-73.9692,6.448387096774193,0.5548387096774193,,115.1,71.0,3.5016129032258063
Brooklyn,2006,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,8.103225806451613,-0.17741935483870966,,110.69999999999999,53.0,3.9629032258064516
Brooklyn,2006,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,5.414285714285714,-2.6,,56.4,427.0,1.4071428571428568
Brooklyn,2006,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,9.609677419354838,1.1645161290322579,,31.0,13.0,5.387096774193548
Brooklyn,2006,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,16.65,6.633333333333334,,119.0,25.0,11.641666666666666
Brooklyn,2006,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,20.683870967741935,11.670967741935485,,109.0,0.0,16.17741935483871
Brooklyn,2006,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,24.433333333333334,17.07,,162.9,0.0,20.751666666666665
Brooklyn,2006,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,28.932258064516127,20.903225806451612,,128.6,0.0,24.917741935483868
Brooklyn,2006,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,28.61935483870968,20.348387096774193,,67.6,0.0,24.483870967741936
Brooklyn,2006,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,23.32,15.573333333333332,,65.6,0.0,19.446666666666665
Brooklyn,2006,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,17.45483870967742,9.258064516129032,,123.8,0.0,13.356451612903227
Brooklyn,2006,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,13.7,7.17,,115.4,0.0,10.434999999999999
Brooklyn,2006,12,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,9.745161290322581,2.351612903225807,,48.5,0.0,6.048387096774194
Brooklyn,2007,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,6.580645161290323,-0.7387096774193548,,78.6,44.0,2.9209677419354843
Brooklyn,2007,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,1.8107142857142857,-5.617857142857143,,34.8,84.0,-1.9035714285714285
Brooklyn,2007,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,9.196774193548388,0.06451612903225812,,92.5,89.0,4.630645161290323
Brooklyn,2007,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,13.836666666666668,5.536666666666666,,177.3,0.0,9.686666666666667
Brooklyn,2007,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,21.82903225806452,11.870967741935484,,55.9,0.0,16.85
Brooklyn,2007,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,25.763333333333332,17.02,,136.0,0.0,21.391666666666666
Brooklyn,2007,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,27.741935483870968,19.603225806451615,,134.5,0.0,23.67258064516129
Brooklyn,2007,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,27.36774193548387,19.299999999999997,,149.4,0.0,23.333870967741934
Brooklyn,2007,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,24.85,16.13,,28.200000000000003,0.0,20.490000000000002
Brooklyn,2007,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,21.141935483870967,13.26774193548387,,133.8,0.0,17.204838709677418
Brooklyn,2007,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,10.85,3.643333333333333,,59.4,0.0,7.246666666666666
Brooklyn,2007,12,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,5.987096774193549,-0.13870967741935486,,111.5,61.0,2.924193548387097
Brooklyn,2008,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,5.47741935483871,-1.8193548387096774,,59.3,11.0,1.8290322580645162
Brooklyn,2008,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,6.193103448275862,-2.310344827586207,,119.39999999999999,226.0,1.9413793103448274
Brooklyn,2008,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,9.287096774193548,1.229032258064516,,91.60000000000001,0.0,5.258064516129032
Brooklyn,2008,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,15.613333333333335,6.916666666666667,,69.89999999999999,0.0,11.265
Brooklyn,2008,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,19.58709677419355,10.535483870967743,,82.5,0.0,15.061290322580646
Brooklyn,2008,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,27.64,18.3,,90.4,0.0,22.97
Brooklyn,2008,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,29.33225806451613,21.016129032258064,,83.8,0.0,25.174193548387095
Brooklyn,2008,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,27.651612903225807,18.538709677419355,,81.6,0.0,23.09516129032258
Brooklyn,2008,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,24.59,16.943333333333335,,171.5,0.0,20.766666666666666
Brooklyn,2008,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,18.009677419354837,8.925806451612903,,89.5,0.0,13.46774193548387
Brooklyn,2008,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,11.120000000000001,4.5233333333333325,,84.8,0.0,7.821666666666667
Brooklyn,2008,12,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,7.403225806451613,-0.3870967741935484,,151.79999999999998,124.0,3.5080645161290325
Brooklyn,2009,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,1.4548387096774194,-5.141935483870968,,72.6,162.0,-1.8435483870967744
Brooklyn,2009,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,6.75,-2.2535714285714286,,25.0,102.0,2.248214285714286
Brooklyn,2009,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,9.13225806451613,0.6967741935483871,,48.8,179.0,4.9145161290322585
Brooklyn,2009,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,15.926666666666668,7.093333333333334,,107.7,0.0,11.510000000000002
Brooklyn,2009,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,19.80322580645161,11.899999999999999,,111.69999999999999,0.0,15.851612903225805
Brooklyn,2009,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,23.236666666666668,16.113333333333333,,196.8,0.0,19.675
Brooklyn,2009,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,27.270967741935483,19.03548387096774,,90.8,0.0,23.153225806451612
Brooklyn,2009,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,28.45483870967742,20.990322580645163,,88.9,0.0,24.722580645161294
Brooklyn,2009,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,23.426666666666666,15.296666666666665,,80.39999999999999,0.0,19.361666666666665
Brooklyn,2009,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,16.9,9.399999999999999,,149.20000000000002,0.0,13.149999999999999
Brooklyn,2009,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,13.983333333333333,7.166666666666667,,35.8,0.0,10.575
Brooklyn,2009,12,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,5.870967741935484,-1.2,,158.7,412.0,2.335483870967742
Brooklyn,2010,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,3.6774193548387095,-3.5258064516129033,,42.5,36.0,0.07580645161290311
Brooklyn,2010,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,3.314285714285714,-2.1214285714285714,,152.9,754.0,0.5964285714285713
Brooklyn,2010,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,12.593548387096773,4.15483870967742,,219.20000000000002,0.0,8.374193548387096
Brooklyn,2010,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,17.896666666666665,8.096666666666668,,85.9,0.0,12.996666666666666
Brooklyn,2010,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,22.77741935483871,12.612903225806452,,50.4,0.0,17.69516129032258
Brooklyn,2010,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,28.573333333333334,18.65,,34.5,0.0,23.611666666666665
Brooklyn,2010,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,31.651612903225807,22.490322580645163,,62.0,0.0,27.070967741935483
Brooklyn,2010,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,28.851612903225806,20.29032258064516,,79.3,0.0,24.570967741935483
Brooklyn,2010,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,25.59333333333333,17.133333333333333,,111.3,0.0,21.36333333333333
Brooklyn,2010,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,18.858064516129033,10.55483870967742,,112.4,0.0,14.706451612903226
Brooklyn,2010,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,12.523333333333333,5.083333333333333,,49.5,0.0,8.803333333333333
Brooklyn,2010,12,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,3.761290322580645,-2.606451612903226,,79.4,402.0,0.5774193548387097
Brooklyn,2011,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,1.5516129032258066,-4.793548387096774,,90.39999999999999,561.0,-1.6209677419354835
Brooklyn,2011,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,6.167857142857143,-2.9642857142857144,,81.1,71.0,1.6017857142857141
Brooklyn,2011,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,9.912903225806453,1.3709677419354838,,115.7,33.0,5.641935483870968
Brooklyn,2011,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,15.266666666666667,6.953333333333333,,109.3,0.0,11.11
Brooklyn,2011,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,21.200000000000003,13.13225806451613,,80.2,0.0,17.166129032258066
Brooklyn,2011,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,26.763333333333332,17.816666666666666,,53.2,0.0,22.29
Brooklyn,2011,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,31.43548387096774,21.687096774193545,,68.69999999999999,0.0,26.561290322580643
Brooklyn,2011,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,28.032258064516128,20.26774193548387,,437.9,0.0,24.15
Brooklyn,2011,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,24.376666666666665,17.6,,107.1,0.0,20.988333333333333
Brooklyn,2011,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,18.60967741935484,10.290322580645162,,111.9,38.0,14.45
Brooklyn,2011,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,14.613333333333333,6.3133333333333335,,82.4,0.0,10.463333333333333
Brooklyn,2011,12,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,9.929032258064517,1.7193548387096775,,79.30000000000001,0.0,5.824193548387097
Brooklyn,2012,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,7.009677419354839,-1.270967741935484,,55.6,41.0,2.8693548387096772
Brooklyn,2012,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,8.589655172413792,0.6896551724137931,,32.0,16.0,4.639655172413793
Brooklyn,2012,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,13.283870967741937,5.035483870967742,,28.700000000000003,0.0,9.15967741935484
Brooklyn,2012,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,17.236666666666668,7.3100000000000005,,75.4,0.0,12.273333333333333
Brooklyn,2012,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,21.387096774193548,14.129032258064516,,180.1,0.0,17.758064516129032
Brooklyn,2012,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,26.0,17.136666666666667,,174.7,0.0,21.568333333333335
Brooklyn,2012,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,30.003225806451614,21.538709677419355,,39.1,0.0,25.770967741935486
Brooklyn,2012,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,28.86774193548387,20.845161290322583,,102.3,0.0,24.85645161290323
Brooklyn,2012,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,24.529999999999998,16.756666666666668,,103.0,0.0,20.64333333333333
Brooklyn,2012,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,18.53548387096774,11.577419354838709,,56.6,0.0,15.056451612903224
Brooklyn,2012,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,10.073333333333332,2.81,,39.6,110.0,6.441666666666666
Brooklyn,2012,12,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,8.641935483870968,2.1741935483870964,,125.4,10.0,5.408064516129032
Brooklyn,2013,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,5.248387096774194,-1.8580645161290323,,60.8,29.0,1.6951612903225808
Brooklyn,2013,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,4.478571428571429,-2.267857142857143,,69.5,189.0,1.105357142857143
Brooklyn,2013,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,8.1,0.7870967741935483,,59.0,112.0,4.443548387096774
Brooklyn,2013,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,14.956666666666667,5.763333333333334,10.023333333333333,45.4,0.0,10.36
Brooklyn,2013,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,19.961290322580645,11.02258064516129,15.109677419354838,102.5,0.0,15.491935483870968
Brooklyn,2013,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,25.373333333333335,17.3,21.040000000000003,202.1,0.0,21.336666666666666
Brooklyn,2013,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,30.293548387096774,22.461290322580645,25.94516129032258,57.6,0.0,26.377419354838707
Brooklyn,2013,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,27.38064516129032,19.719354838709677,23.19677419354839,69.4,0.0,23.549999999999997
Brooklyn,2013,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,24.40666666666667,14.553333333333335,19.436666666666667,48.9,0.0,19.480000000000004
Brooklyn,2013,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,19.690322580645162,11.380645161290323,15.35483870967742,8.5,0.0,15.535483870967742
Brooklyn,2013,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,11.65,3.13,7.453333333333333,64.6,5.0,7.390000000000001
Brooklyn,2013,12,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,6.935483870967742,-0.14516129032258066,3.429032258064516,114.4,170.0,3.3951612903225805
Brooklyn,2014,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,2.293548387096774,-5.974193548387096,-1.6387096774193548,76.5,433.0,-1.840322580645161
Brooklyn,2014,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,3.007142857142857,-3.8785714285714286,-0.35357142857142854,116.69999999999999,535.0,-0.4357142857142857
Brooklyn,2014,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,7.690322580645161,-1.6870967741935483,2.9322580645161294,108.2,15.0,3.0016129032258068
Brooklyn,2014,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,14.74,5.3133333333333335,9.713333333333333,177.3,3.0,10.026666666666667
Brooklyn,2014,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,21.36774193548387,12.570967741935483,16.73548387096774,91.6,0.0,16.969354838709677
Brooklyn,2014,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,26.35,17.68,21.740000000000002,66.3,0.0,22.015
Brooklyn,2014,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,28.10967741935484,20.183870967741935,23.838709677419356,122.89999999999999,0.0,24.14677419354839
Brooklyn,2014,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,27.583870967741937,19.148387096774194,23.29032258064516,107.5,0.0,23.366129032258065
Brooklyn,2014,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,25.113333333333333,16.783333333333335,20.84,36.3,0.0,20.948333333333334
Brooklyn,2014,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,19.164516129032258,11.748387096774193,15.625806451612902,93.8,0.0,15.456451612903226
Brooklyn,2014,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,11.020000000000001,3.503333333333333,7.260000000000001,113.8,3.0,7.261666666666667
Brooklyn,2014,12,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,8.170967741935485,2.3354838709677415,5.22258064516129,178.89999999999998,8.0,5.2532258064516135
Brooklyn,2015,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,2.9516129032258065,-4.306451612903226,-0.567741935483871,135.0,434.0,-0.6774193548387097
Brooklyn,2015,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,0.3785714285714285,-8.535714285714286,-3.8714285714285714,59.9,347.0,-4.078571428571429
Brooklyn,2015,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,7.406451612903226,-0.9258064516129032,3.1451612903225805,123.9,332.0,3.240322580645161
Brooklyn,2015,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,16.11,6.760000000000001,11.043333333333333,40.9,0.0,11.435
Brooklyn,2015,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,22.706451612903226,13.12258064516129,17.383870967741935,11.700000000000001,0.0,17.914516129032258
Brooklyn,2015,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,25.85,17.743333333333332,21.37,126.7,0.0,21.796666666666667
Brooklyn,2015,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,29.57741935483871,21.967741935483872,25.419354838709676,58.7,0.0,25.77258064516129
Brooklyn,2015,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,30.183870967741935,21.493548387096773,25.616129032258065,92.3,0.0,25.838709677419352
Brooklyn,2015,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,27.233333333333334,18.323333333333334,22.58,65.6,0.0,22.778333333333336
Brooklyn,2015,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,18.5258064516129,10.141935483870967,14.358064516129033,106.7,0.0,14.333870967741934
Brooklyn,2015,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,15.639999999999999,7.1899999999999995,11.610000000000001,30.5,0.0,11.415
Brooklyn,2015,12,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,13.577419354838709,6.770967741935484,10.135483870967741,121.7,3.0,10.174193548387096
Brooklyn,2016,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,5.300000000000001,-2.3677419354838714,1.7516129032258063,116.7,796.0,1.4661290322580647
Brooklyn,2016,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,7.30344827586207,-1.0310344827586209,3.0586206896551724,102.9,206.0,3.1362068965517245
Brooklyn,2016,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,12.974193548387097,4.254838709677419,8.30967741935484,35.4,49.0,8.614516129032259
Brooklyn,2016,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,15.243333333333334,5.91,10.326666666666666,31.4,0.0,10.576666666666668
Brooklyn,2016,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,19.845161290322583,11.561290322580644,15.383870967741935,94.4,0.0,15.703225806451613
Brooklyn,2016,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,26.753333333333334,17.55,22.06,41.0,0.0,22.151666666666667
Brooklyn,2016,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,29.838709677419356,21.893548387096775,25.54516129032258,153.9,0.0,25.866129032258065
Brooklyn,2016,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,29.641935483870967,22.490322580645163,25.874193548387098,16.0,0.0,26.066129032258065
Brooklyn,2016,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,25.52,17.90666666666667,21.783333333333335,73.0,0.0,21.713333333333335
Brooklyn,2016,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,19.32903225806452,10.59032258064516,14.83548387096774,84.60000000000001,0.0,14.95967741935484
Brooklyn,2016,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,14.34,6.333333333333333,10.313333333333333,88.5,0.0,10.336666666666666
Brooklyn,2016,12,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,7.6,0.8483870967741935,4.429032258064517,77.7,84.0,4.224193548387096
Brooklyn,2017,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,6.606451612903226,0.7580645161290321,3.5903225806451613,118.0,297.0,3.682258064516129
Brooklyn,2017,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,8.775,0.5392857142857143,4.557142857142857,40.1,214.0,4.6571428571428575
Brooklyn,2017,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,8.3,-0.12258064516129044,4.012903225806451,147.3,191.0,4.088709677419355
Brooklyn,2017,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,17.046666666666667,8.59,12.47,103.5,0.0,12.818333333333333
Brooklyn,2017,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,19.677419354838708,11.980645161290322,15.651612903225805,148.2,0.0,15.829032258064515
Brooklyn,2017,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,25.946666666666665,17.28666666666667,21.493333333333332,106.69999999999999,0.0,21.616666666666667
Brooklyn,2017,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,28.664516129032258,20.706451612903226,24.490322580645163,118.3,0.0,24.685483870967744
Brooklyn,2017,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,27.712903225806453,19.651612903225807,23.396774193548385,63.6,0.0,23.68225806451613
Brooklyn,2017,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,25.683333333333334,17.14,21.236666666666668,55.9,0.0,21.41166666666667
Brooklyn,2017,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,21.64516129032258,12.996774193548386,17.164516129032258,106.89999999999999,0.0,17.320967741935483
Brooklyn,2017,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,12.206666666666667,3.46,8.193333333333333,45.9,0.0,7.833333333333334
Brooklyn,2017,12,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,4.751612903225807,-1.3451612903225805,1.9064516129032256,41.9,170.0,1.7032258064516133
Brooklyn,2018,1,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,3.0580645161290323,-4.95483870967742,-0.8161290322580645,46.6,247.0,-0.9483870967741936
Brooklyn,2018,2,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,8.439285714285715,0.2857142857142857,4.164285714285714,150.6,67.0,4.362500000000001
Brooklyn,2018,3,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,7.654838709677419,0.5258064516129032,3.806451612903226,129.29999999999998,325.0,4.090322580645161
Brooklyn,2018,4,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,12.486666666666668,4.206666666666667,8.166666666666666,83.89999999999999,94.0,8.346666666666668
Brooklyn,2018,5,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,21.838709677419356,13.009677419354839,17.0258064516129,103.60000000000001,0.0,17.424193548387098
Brooklyn,2018,6,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,24.956666666666667,16.656666666666666,20.663333333333334,98.5,0.0,20.806666666666665
Brooklyn,2018,7,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,28.561290322580643,20.738709677419354,24.387096774193548,120.6,0.0,24.65
Brooklyn,2018,8,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,28.809677419354838,21.690322580645162,25.203225806451613,119.0,0.0,25.25
Brooklyn,2018,9,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,24.82,18.12,21.30666666666667,152.2,0.0,21.47
Brooklyn,2018,10,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,17.95483870967742,10.796774193548387,14.387096774193548,84.6,0.0,14.375806451612904
Brooklyn,2018,11,JFK INTERNATIONAL AIRPORT,40.6386,-73.7622,10.3,3.3866666666666663,7.086666666666667,198.2,122.0,6.843333333333334
